id,RevisionId,AllocationId,TradeTypeName,SecurityId,SecurityType,Name,Ticker,CUSIP,ISIN,TradeDate,SettleDate,Quantity,Price,TradeFXRate,Principal,Interest,TotalCash,AllocationQTY,AllocationPrincipal,AllocationInterest,AllocationFees,AllocationCash,PortfolioName,CustodianName,StrategyName,Strategy1Name,Strategy2Name,Counterparty,AllocationRule,IsCustomAllocation,Year
77,1,ALLOC00076,Short,SECID0026,Mortgage Bond,Harbor Plaza,TKR026,CUSIP00026,ISIN000026,2024-04-03,2024-04-06,16320.19,328.47,0.9738,5360692.81,33.67,5360678.86,16320.19,5360692.81,33.67,47.62,5360678.86,Evergreen REIT Fund,Northern Trust,Opportunistic,Value Add,Residential,Citi,Custom,False,2024
78,1,ALLOC00077,Buy,SECID0027,Property Direct,Skyline Tower,TKR027,CUSIP00027,ISIN000027,2025-12-05,2025-12-07,3589.09,383.24,1.0375,1375482.85,489.01,1375836.92,3589.09,1375482.85,489.01,134.94,1375836.92,Evergreen REIT Fund,Northern Trust,Core,Core,Commercial,Citi,Equal Weight,True,2025
79,1,ALLOC00078,Short,SECID0028,Mortgage Bond,Riverside Logistics Park,TKR028,CUSIP00028,ISIN000028,2023-01-20,2023-01-21,6246.09,371.58,1.0514,2320922.12,309.88,2321215.32,6246.09,2320922.12,309.88,16.68,2321215.32,Beacon Property Trust,State Street,Core,Opportunistic,Residential,Morgan Stanley,Equal Weight,False,2023
80,1,ALLOC00079,Short,SECID0029,REIT Equity,Union Square Offices,TKR029,CUSIP00029,ISIN000029,2025-06-05,2025-06-07,6419.02,395.62,0.9079,2539492.69,395.89,2539802.68,6419.02,2539492.69,395.89,85.9,2539802.68,Cedar Income Partners,BNY Mellon,Opportunistic,Opportunistic,Residential,Morgan Stanley,Equal Weight,True,2025
81,1,ALLOC00080,Buy,SECID0030,Real Estate Debt,Union Square Offices,TKR030,CUSIP00030,ISIN000030,2025-07-17,2025-07-19,3752.55,318.59,0.9129,1195524.9,245.82,1195579.76,3752.55,1195524.9,245.82,190.96,1195579.76,Beacon Property Trust,State Street,Opportunistic,Opportunistic,Commercial,Citi,Pro-Rata,False,2025
82,1,ALLOC00081,Cover,SECID0031,Real Estate Debt,Riverside Logistics Park,TKR031,CUSIP00031,ISIN000031,2025-08-10,2025-08-11,14461.31,130.01,0.9353,1880114.91,124.48,1880178.75,14461.31,1880114.91,124.48,60.64,1880178.75,Delta Urban Holdings,State Street,Value Add,Core,Mixed Use,Morgan Stanley,Custom,False,2025
83,1,ALLOC00082,Cover,SECID0032,REIT Equity,Riverside Logistics Park,TKR032,CUSIP00032,ISIN000032,2024-09-20,2024-09-23,8725.27,86.38,1.0908,753688.82,241.0,753776.24,8725.27,753688.82,241.0,153.58,753776.24,Evergreen REIT Fund,Northern Trust,Opportunistic,Opportunistic,Industrial,Barclays,Custom,False,2024
84,1,ALLOC00083,Sell,SECID0033,REIT Equity,Skyline Tower,TKR033,CUSIP00033,ISIN000033,2024-05-13,2024-05-16,12159.9,45.25,0.9273,550235.47,234.63,550434.93,12159.9,550235.47,234.63,35.17,550434.93,Evergreen REIT Fund,Northern Trust,Value Add,Core,Mixed Use,Barclays,Custom,False,2024
85,1,ALLOC00084,Sell,SECID0034,Real Estate Debt,Granite Business Center,TKR034,CUSIP00034,ISIN000034,2024-08-10,2024-08-13,19751.69,44.9,1.077,886850.88,496.24,887317.85,19751.69,886850.88,496.24,29.27,887317.85,Cedar Income Partners,Northern Trust,Value Add,Core,Industrial,Goldman Sachs,Equal Weight,False,2024
86,1,ALLOC00085,Sell,SECID0035,Property Direct,Lakeside Retail Center,TKR035,CUSIP00035,ISIN000035,2024-12-08,2024-12-09,9606.74,461.52,0.9723,4433702.64,353.28,4434045.41,9606.74,4433702.64,353.28,10.51,4434045.41,Beacon Property Trust,BNY Mellon,Opportunistic,Opportunistic,Residential,Goldman Sachs,Pro-Rata,False,2024
87,1,ALLOC00086,Short,SECID0036,Mortgage Bond,Riverside Logistics Park,TKR036,CUSIP00036,ISIN000036,2024-12-19,2024-12-20,10418.89,102.52,0.9846,1068144.6,414.87,1068505.16,10418.89,1068144.6,414.87,54.31,1068505.16,Delta Urban Holdings,Northern Trust,Core Plus,Core Plus,Industrial,Morgan Stanley,Custom,True,2024
88,1,ALLOC00087,Cover,SECID0037,Mortgage Bond,Riverside Logistics Park,TKR037,CUSIP00037,ISIN000037,2025-07-23,2025-07-25,227.76,92.52,0.9983,21072.36,48.44,20964.92,227.76,21072.36,48.44,155.88,20964.92,Delta Urban Holdings,State Street,Opportunistic,Value Add,Commercial,Morgan Stanley,Pro-Rata,False,2025
89,1,ALLOC00088,Sell,SECID0038,Property Direct,Granite Business Center,TKR038,CUSIP00038,ISIN000038,2023-09-04,2023-09-06,11385.13,114.16,0.9402,1299726.44,374.96,1299938.61,11385.13,1299726.44,374.96,162.79,1299938.61,Delta Urban Holdings,Northern Trust,Core Plus,Opportunistic,Residential,JPMorgan,Pro-Rata,False,2023
90,1,ALLOC00089,Short,SECID0039,REIT Equity,Skyline Tower,TKR039,CUSIP00039,ISIN000039,2023-05-03,2023-05-05,690.37,125.04,0.997,86323.86,380.27,86697.28,690.37,86323.86,380.27,6.85,86697.28,Alpha Real Estate Fund,State Street,Core Plus,Core,Industrial,Barclays,Custom,False,2023
91,1,ALLOC00090,Cover,SECID0040,Mortgage Bond,Skyline Tower,TKR040,CUSIP00040,ISIN000040,2025-07-11,2025-07-13,13669.01,178.11,0.963,2434587.37,119.8,2434631.73,13669.01,2434587.37,119.8,75.44,2434631.73,Cedar Income Partners,BNY Mellon,Core Plus,Core Plus,Mixed Use,Barclays,Equal Weight,True,2025
92,1,ALLOC00091,Cover,SECID0041,Mortgage Bond,Union Square Offices,TKR041,CUSIP00041,ISIN000041,2023-10-04,2023-10-07,5661.4,352.64,1.063,1996436.1,184.21,1996494.73,5661.4,1996436.1,184.21,125.58,1996494.73,Alpha Real Estate Fund,Northern Trust,Value Add,Core Plus,Industrial,Goldman Sachs,Equal Weight,False,2023
93,1,ALLOC00092,Cover,SECID0042,REIT Equity,Granite Business Center,TKR042,CUSIP00042,ISIN000042,2025-08-08,2025-08-11,9742.27,372.21,1.0588,3626170.32,174.17,3626156.37,9742.27,3626170.32,174.17,188.12,3626156.37,Cedar Income Partners,Northern Trust,Opportunistic,Opportunistic,Residential,Morgan Stanley,Custom,True,2025
94,1,ALLOC00093,Sell,SECID0043,Real Estate Debt,Harbor Plaza,TKR043,CUSIP00043,ISIN000043,2024-11-18,2024-11-20,3444.25,228.68,0.9231,787631.09,331.32,787910.43,3444.25,787631.09,331.32,51.98,787910.43,Alpha Real Estate Fund,BNY Mellon,Core Plus,Opportunistic,Industrial,Barclays,Custom,True,2024
95,1,ALLOC00094,Cover,SECID0044,REIT Equity,Cedar Heights Residences,TKR044,CUSIP00044,ISIN000044,2025-05-22,2025-05-24,19034.93,338.59,1.0331,6445036.95,461.37,6445369.78,19034.93,6445036.95,461.37,128.54,6445369.78,Beacon Property Trust,Northern Trust,Core Plus,Value Add,Mixed Use,Barclays,Equal Weight,False,2025
96,1,ALLOC00095,Buy,SECID0045,Property Direct,Maple Grove Apartments,TKR045,CUSIP00045,ISIN000045,2023-04-09,2023-04-10,5890.43,64.58,0.968,380403.97,296.1,380658.38,5890.43,380403.97,296.1,41.69,380658.38,Cedar Income Partners,BNY Mellon,Core Plus,Value Add,Residential,Citi,Equal Weight,True,2023
97,1,ALLOC00096,Buy,SECID0046,Mortgage Bond,Skyline Tower,TKR046,CUSIP00046,ISIN000046,2024-07-11,2024-07-13,15970.61,467.62,0.9253,7468176.65,331.87,7468388.32,15970.61,7468176.65,331.87,120.2,7468388.32,Evergreen REIT Fund,BNY Mellon,Value Add,Opportunistic,Industrial,Morgan Stanley,Custom,False,2024
98,1,ALLOC00097,Buy,SECID0047,Property Direct,Lakeside Retail Center,TKR047,CUSIP00047,ISIN000047,2023-10-10,2023-10-11,14966.49,426.07,1.0656,6376772.39,17.17,6376722.13,14966.49,6376772.39,17.17,67.43,6376722.13,Beacon Property Trust,BNY Mellon,Value Add,Core,Residential,JPMorgan,Pro-Rata,True,2023
99,1,ALLOC00098,Sell,SECID0048,REIT Equity,Granite Business Center,TKR048,CUSIP00048,ISIN000048,2025-04-23,2025-04-26,1146.07,434.06,0.9358,497463.14,243.75,497625.49,1146.07,497463.14,243.75,81.4,497625.49,Cedar Income Partners,BNY Mellon,Core,Value Add,Mixed Use,Barclays,Pro-Rata,False,2025
100,1,ALLOC00099,Buy,SECID0049,Property Direct,Lakeside Retail Center,TKR049,CUSIP00049,ISIN000049,2024-12-07,2024-12-10,17139.42,202.95,0.9262,3478445.29,376.13,3478703.25,17139.42,3478445.29,376.13,118.17,3478703.25,Beacon Property Trust,Northern Trust,Opportunistic,Core,Mixed Use,JPMorgan,Pro-Rata,True,2024
101,1,ALLOC00100,Sell,SECID0000,Mortgage Bond,Granite Business Center,TKR000,CUSIP00000,ISIN000000,2023-12-07,2023-12-10,13059.64,187.49,1.0712,2448551.9,50.97,2448444.7,13059.64,2448551.9,50.97,158.17,2448444.7,Beacon Property Trust,State Street,Core Plus,Value Add,Mixed Use,Morgan Stanley,Pro-Rata,True,2023
102,1,ALLOC00101,Cover,SECID0001,Mortgage Bond,Riverside Logistics Park,TKR001,CUSIP00001,ISIN000001,2025-11-11,2025-11-14,8733.05,82.8,1.0445,723096.54,122.5,723190.87,8733.05,723096.54,122.5,28.17,723190.87,Evergreen REIT Fund,State Street,Core,Core Plus,Mixed Use,Barclays,Custom,False,2025
103,1,ALLOC00102,Cover,SECID0002,Property Direct,Harbor Plaza,TKR002,CUSIP00002,ISIN000002,2024-01-04,2024-01-05,1744.48,249.72,1.0338,435631.55,254.87,435876.93,1744.48,435631.55,254.87,9.49,435876.93,Evergreen REIT Fund,State Street,Core,Core,Mixed Use,JPMorgan,Equal Weight,True,2024
104,1,ALLOC00103,Cover,SECID0003,REIT Equity,Harbor Plaza,TKR003,CUSIP00003,ISIN000003,2023-06-03,2023-06-06,18186.72,399.66,0.937,7268504.52,406.43,7268902.1,18186.72,7268504.52,406.43,8.85,7268902.1,Beacon Property Trust,Northern Trust,Core Plus,Opportunistic,Commercial,Goldman Sachs,Equal Weight,False,2023
105,1,ALLOC00104,Buy,SECID0004,REIT Equity,Riverside Logistics Park,TKR004,CUSIP00004,ISIN000004,2024-02-02,2024-02-03,11544.11,329.79,0.9176,3807132.04,128.38,3807108.57,11544.11,3807132.04,128.38,151.85,3807108.57,Cedar Income Partners,Northern Trust,Opportunistic,Core,Residential,Morgan Stanley,Custom,True,2024
106,1,ALLOC00105,Short,SECID0005,Real Estate Debt,Harbor Plaza,TKR005,CUSIP00005,ISIN000005,2025-05-22,2025-05-25,8953.91,292.77,1.039,2621436.23,261.33,2621500.29,8953.91,2621436.23,261.33,197.27,2621500.29,Alpha Real Estate Fund,State Street,Core Plus,Opportunistic,Commercial,JPMorgan,Pro-Rata,True,2025
107,1,ALLOC00106,Cover,SECID0006,Real Estate Debt,Granite Business Center,TKR006,CUSIP00006,ISIN000006,2025-09-07,2025-09-10,7245.4,72.96,1.0245,528624.38,37.18,528606.84,7245.4,528624.38,37.18,54.72,528606.84,Delta Urban Holdings,State Street,Value Add,Core,Commercial,Citi,Pro-Rata,True,2025
108,1,ALLOC00107,Sell,SECID0007,Mortgage Bond,Maple Grove Apartments,TKR007,CUSIP00007,ISIN000007,2025-12-09,2025-12-12,13966.38,104.39,0.9744,1457950.41,328.66,1458114.07,13966.38,1457950.41,328.66,165.0,1458114.07,Cedar Income Partners,BNY Mellon,Core,Core Plus,Commercial,Goldman Sachs,Custom,True,2025
109,1,ALLOC00108,Sell,SECID0008,Real Estate Debt,Riverside Logistics Park,TKR008,CUSIP00008,ISIN000008,2025-02-22,2025-02-25,8194.95,171.39,0.9178,1404532.48,454.62,1404830.38,8194.95,1404532.48,454.62,156.72,1404830.38,Alpha Real Estate Fund,State Street,Core,Opportunistic,Mixed Use,Goldman Sachs,Pro-Rata,True,2025
110,1,ALLOC00109,Short,SECID0009,REIT Equity,Skyline Tower,TKR009,CUSIP00009,ISIN000009,2025-12-10,2025-12-13,16444.73,249.91,1.0058,4109702.47,350.23,4109878.95,16444.73,4109702.47,350.23,173.75,4109878.95,Beacon Property Trust,BNY Mellon,Core,Opportunistic,Industrial,Citi,Equal Weight,False,2025
111,1,ALLOC00110,Short,SECID0010,REIT Equity,Cedar Heights Residences,TKR010,CUSIP00010,ISIN000010,2024-10-05,2024-10-07,289.0,261.65,0.9311,75616.85,63.18,75601.16,289.0,75616.85,63.18,78.87,75601.16,Beacon Property Trust,Northern Trust,Core,Core,Commercial,Barclays,Custom,False,2024
112,1,ALLOC00111,Buy,SECID0011,Property Direct,Granite Business Center,TKR011,CUSIP00011,ISIN000011,2025-05-09,2025-05-11,10459.83,362.05,1.0848,3786981.45,114.38,3786966.88,10459.83,3786981.45,114.38,128.95,3786966.88,Cedar Income Partners,State Street,Core Plus,Core Plus,Commercial,Goldman Sachs,Pro-Rata,True,2025
113,1,ALLOC00112,Sell,SECID0012,Mortgage Bond,Lakeside Retail Center,TKR012,CUSIP00012,ISIN000012,2023-12-10,2023-12-13,18598.82,406.09,0.9021,7552794.81,474.2,7553131.99,18598.82,7552794.81,474.2,137.02,7553131.99,Evergreen REIT Fund,Northern Trust,Core Plus,Core,Residential,Citi,Pro-Rata,True,2023
114,1,ALLOC00113,Buy,SECID0013,Mortgage Bond,Maple Grove Apartments,TKR013,CUSIP00013,ISIN000013,2025-07-23,2025-07-26,15018.39,129.67,1.0478,1947434.63,475.43,1947744.5,15018.39,1947434.63,475.43,165.56,1947744.5,Evergreen REIT Fund,State Street,Opportunistic,Core Plus,Industrial,Morgan Stanley,Equal Weight,False,2025
115,1,ALLOC00114,Buy,SECID0014,Property Direct,Riverside Logistics Park,TKR014,CUSIP00014,ISIN000014,2023-07-16,2023-07-18,3492.63,485.17,0.9676,1694519.3,339.53,1694691.64,3492.63,1694519.3,339.53,167.19,1694691.64,Delta Urban Holdings,BNY Mellon,Value Add,Opportunistic,Residential,Citi,Custom,True,2023
116,1,ALLOC00115,Cover,SECID0015,Property Direct,Riverside Logistics Park,TKR015,CUSIP00015,ISIN000015,2024-11-17,2024-11-18,18714.75,447.32,1.0697,8371481.97,28.75,8371504.57,18714.75,8371481.97,28.75,6.15,8371504.57,Cedar Income Partners,State Street,Core Plus,Value Add,Commercial,Barclays,Custom,True,2024
117,1,ALLOC00116,Sell,SECID0016,Property Direct,Union Square Offices,TKR016,CUSIP00016,ISIN000016,2023-07-16,2023-07-17,1786.4,262.02,0.9307,468072.53,61.92,468034.4,1786.4,468072.53,61.92,100.05,468034.4,Delta Urban Holdings,BNY Mellon,Value Add,Value Add,Industrial,Barclays,Pro-Rata,False,2023
118,1,ALLOC00117,Sell,SECID0017,REIT Equity,Union Square Offices,TKR017,CUSIP00017,ISIN000017,2023-08-22,2023-08-24,3320.5,183.33,0.9868,608747.27,179.62,608752.14,3320.5,608747.27,179.62,174.75,608752.14,Cedar Income Partners,State Street,Opportunistic,Core,Mixed Use,JPMorgan,Pro-Rata,True,2023
119,1,ALLOC00118,Sell,SECID0018,Property Direct,Granite Business Center,TKR018,CUSIP00018,ISIN000018,2025-04-16,2025-04-19,19660.28,68.21,0.9978,1341027.7,247.78,1341137.54,19660.28,1341027.7,247.78,137.94,1341137.54,Evergreen REIT Fund,Northern Trust,Core,Opportunistic,Residential,Goldman Sachs,Pro-Rata,True,2025
120,1,ALLOC00119,Buy,SECID0019,Mortgage Bond,Lakeside Retail Center,TKR019,CUSIP00019,ISIN000019,2023-06-17,2023-06-18,15370.96,125.89,1.0357,1935050.15,171.07,1935025.81,15370.96,1935050.15,171.07,195.41,1935025.81,Cedar Income Partners,BNY Mellon,Core,Core Plus,Mixed Use,Morgan Stanley,Equal Weight,True,2023
121,1,ALLOC00120,Cover,SECID0020,Real Estate Debt,Lakeside Retail Center,TKR020,CUSIP00020,ISIN000020,2025-09-06,2025-09-07,5694.66,66.36,0.9527,377897.64,350.48,378113.19,5694.66,377897.64,350.48,134.93,378113.19,Alpha Real Estate Fund,Northern Trust,Opportunistic,Opportunistic,Commercial,Morgan Stanley,Pro-Rata,True,2025
122,1,ALLOC00121,Cover,SECID0021,Property Direct,Union Square Offices,TKR021,CUSIP00021,ISIN000021,2024-01-09,2024-01-10,18589.06,218.89,1.0233,4068959.34,45.47,4068989.87,18589.06,4068959.34,45.47,14.94,4068989.87,Beacon Property Trust,BNY Mellon,Core,Core,Residential,Citi,Custom,True,2024
123,1,ALLOC00122,Buy,SECID0022,REIT Equity,Skyline Tower,TKR022,CUSIP00022,ISIN000022,2024-02-09,2024-02-11,5683.06,182.0,0.9836,1034316.92,159.92,1034462.57,5683.06,1034316.92,159.92,14.27,1034462.57,Cedar Income Partners,State Street,Value Add,Core,Industrial,Citi,Pro-Rata,False,2024
124,1,ALLOC00123,Sell,SECID0023,Property Direct,Cedar Heights Residences,TKR023,CUSIP00023,ISIN000023,2023-05-16,2023-05-18,6752.21,64.65,1.0338,436530.38,341.48,436716.62,6752.21,436530.38,341.48,155.24,436716.62,Cedar Income Partners,Northern Trust,Value Add,Opportunistic,Industrial,Morgan Stanley,Equal Weight,False,2023
125,1,ALLOC00124,Sell,SECID0024,Real Estate Debt,Lakeside Retail Center,TKR024,CUSIP00024,ISIN000024,2023-02-05,2023-02-08,14877.49,68.97,1.0173,1026100.49,456.09,1026423.98,14877.49,1026100.49,456.09,132.6,1026423.98,Alpha Real Estate Fund,State Street,Value Add,Value Add,Mixed Use,Morgan Stanley,Equal Weight,True,2023
126,1,ALLOC00125,Short,SECID0025,Property Direct,Lakeside Retail Center,TKR025,CUSIP00025,ISIN000025,2023-03-07,2023-03-09,11054.86,133.74,1.0754,1478476.98,426.72,1478721.87,11054.86,1478476.98,426.72,181.83,1478721.87,Alpha Real Estate Fund,BNY Mellon,Core Plus,Core,Mixed Use,Citi,Equal Weight,True,2023
127,1,ALLOC00126,Sell,SECID0026,Mortgage Bond,Lakeside Retail Center,TKR026,CUSIP00026,ISIN000026,2023-10-09,2023-10-12,19352.99,151.93,1.0912,2940299.77,30.4,2940135.54,19352.99,2940299.77,30.4,194.63,2940135.54,Evergreen REIT Fund,Northern Trust,Core Plus,Opportunistic,Mixed Use,Citi,Custom,False,2023
128,1,ALLOC00127,Cover,SECID0027,Property Direct,Riverside Logistics Park,TKR027,CUSIP00027,ISIN000027,2024-10-09,2024-10-10,3762.92,88.4,0.9436,332642.13,348.36,332814.05,3762.92,332642.13,348.36,176.44,332814.05,Beacon Property Trust,BNY Mellon,Value Add,Core Plus,Commercial,Morgan Stanley,Pro-Rata,True,2024
129,1,ALLOC00128,Sell,SECID0028,Real Estate Debt,Harbor Plaza,TKR028,CUSIP00028,ISIN000028,2024-01-21,2024-01-22,18846.72,146.1,0.9266,2753505.79,436.69,2753927.43,18846.72,2753505.79,436.69,15.05,2753927.43,Alpha Real Estate Fund,Northern Trust,Value Add,Value Add,Industrial,Goldman Sachs,Equal Weight,False,2024
130,1,ALLOC00129,Short,SECID0029,Real Estate Debt,Riverside Logistics Park,TKR029,CUSIP00029,ISIN000029,2025-03-14,2025-03-17,5968.42,492.78,1.0252,2941118.01,5.2,2941048.89,5968.42,2941118.01,5.2,74.32,2941048.89,Alpha Real Estate Fund,Northern Trust,Core Plus,Core,Industrial,Citi,Equal Weight,True,2025
131,1,ALLOC00130,Cover,SECID0030,Property Direct,Maple Grove Apartments,TKR030,CUSIP00030,ISIN000030,2024-04-11,2024-04-13,4157.98,318.6,1.0716,1324732.43,197.73,1324838.18,4157.98,1324732.43,197.73,91.98,1324838.18,Delta Urban Holdings,State Street,Core,Opportunistic,Mixed Use,Morgan Stanley,Pro-Rata,True,2024
132,1,ALLOC00131,Sell,SECID0031,REIT Equity,Maple Grove Apartments,TKR031,CUSIP00031,ISIN000031,2025-08-24,2025-08-25,12986.53,20.31,0.9326,263756.42,88.87,263763.42,12986.53,263756.42,88.87,81.87,263763.42,Alpha Real Estate Fund,BNY Mellon,Opportunistic,Core,Mixed Use,Goldman Sachs,Equal Weight,True,2025
133,1,ALLOC00132,Buy,SECID0032,Real Estate Debt,Union Square Offices,TKR032,CUSIP00032,ISIN000032,2025-01-20,2025-01-21,7619.72,20.15,1.0653,153537.36,381.72,153788.41,7619.72,153537.36,381.72,130.67,153788.41,Alpha Real Estate Fund,BNY Mellon,Opportunistic,Core Plus,Residential,Goldman Sachs,Equal Weight,False,2025
134,1,ALLOC00133,Sell,SECID0033,Real Estate Debt,Skyline Tower,TKR033,CUSIP00033,ISIN000033,2025-02-07,2025-02-08,9660.47,285.8,0.9889,2760962.33,81.57,2760974.21,9660.47,2760962.33,81.57,69.69,2760974.21,Evergreen REIT Fund,Northern Trust,Value Add,Core Plus,Residential,Goldman Sachs,Pro-Rata,False,2025
135,1,ALLOC00134,Short,SECID0034,Real Estate Debt,Granite Business Center,TKR034,CUSIP00034,ISIN000034,2023-09-27,2023-09-29,2922.52,456.96,0.9048,1335474.74,213.57,1335654.57,2922.52,1335474.74,213.57,33.74,1335654.57,Alpha Real Estate Fund,BNY Mellon,Opportunistic,Core Plus,Commercial,Goldman Sachs,Custom,False,2023
136,1,ALLOC00135,Cover,SECID0035,Property Direct,Maple Grove Apartments,TKR035,CUSIP00035,ISIN000035,2023-10-11,2023-10-12,7273.82,463.1,0.917,3368506.04,21.67,3368493.24,7273.82,3368506.04,21.67,34.47,3368493.24,Delta Urban Holdings,State Street,Value Add,Value Add,Industrial,Goldman Sachs,Custom,False,2023
137,1,ALLOC00136,Sell,SECID0036,Property Direct,Maple Grove Apartments,TKR036,CUSIP00036,ISIN000036,2025-06-09,2025-06-12,15993.8,396.54,1.0723,6342181.45,489.02,6342513.8,15993.8,6342181.45,489.02,156.67,6342513.8,Delta Urban Holdings,BNY Mellon,Core,Core Plus,Residential,Citi,Custom,False,2025
138,1,ALLOC00137,Cover,SECID0037,Property Direct,Maple Grove Apartments,TKR037,CUSIP00037,ISIN000037,2023-02-11,2023-02-12,3719.26,198.66,0.9639,738868.19,211.92,738939.89,3719.26,738868.19,211.92,140.22,738939.89,Beacon Property Trust,BNY Mellon,Core,Core,Mixed Use,Citi,Equal Weight,True,2023
139,1,ALLOC00138,Sell,SECID0038,Property Direct,Skyline Tower,TKR038,CUSIP00038,ISIN000038,2024-02-19,2024-02-22,8494.63,293.16,1.0387,2490285.73,374.14,2490517.77,8494.63,2490285.73,374.14,142.1,2490517.77,Beacon Property Trust,State Street,Value Add,Core,Commercial,Goldman Sachs,Pro-Rata,False,2024
140,1,ALLOC00139,Sell,SECID0039,REIT Equity,Maple Grove Apartments,TKR039,CUSIP00039,ISIN000039,2024-03-10,2024-03-12,2968.39,428.12,1.0944,1270827.13,456.48,1271231.32,2968.39,1270827.13,456.48,52.29,1271231.32,Alpha Real Estate Fund,Northern Trust,Opportunistic,Core,Residential,Barclays,Custom,True,2024
141,1,ALLOC00140,Buy,SECID0040,Real Estate Debt,Harbor Plaza,TKR040,CUSIP00040,ISIN000040,2025-02-22,2025-02-25,1568.03,420.34,1.0741,659105.73,15.09,659044.6,1568.03,659105.73,15.09,76.22,659044.6,Alpha Real Estate Fund,Northern Trust,Core,Opportunistic,Commercial,Barclays,Equal Weight,True,2025
142,1,ALLOC00141,Buy,SECID0041,Real Estate Debt,Skyline Tower,TKR041,CUSIP00041,ISIN000041,2025-09-23,2025-09-25,9456.67,364.05,0.9888,3442700.71,322.42,3443015.55,9456.67,3442700.71,322.42,7.58,3443015.55,Alpha Real Estate Fund,Northern Trust,Opportunistic,Opportunistic,Residential,Barclays,Custom,False,2025
143,1,ALLOC00142,Buy,SECID0042,Mortgage Bond,Maple Grove Apartments,TKR042,CUSIP00042,ISIN000042,2025-12-27,2025-12-29,18391.09,255.92,1.0419,4706647.75,211.84,4706824.01,18391.09,4706647.75,211.84,35.58,4706824.01,Beacon Property Trust,BNY Mellon,Core Plus,Opportunistic,Mixed Use,Morgan Stanley,Equal Weight,True,2025
144,1,ALLOC00143,Cover,SECID0043,Real Estate Debt,Riverside Logistics Park,TKR043,CUSIP00043,ISIN000043,2025-08-16,2025-08-18,13088.73,208.5,0.9761,2729000.21,27.34,2728950.11,13088.73,2729000.21,27.34,77.44,2728950.11,Alpha Real Estate Fund,State Street,Core Plus,Value Add,Industrial,Goldman Sachs,Pro-Rata,False,2025
145,1,ALLOC00144,Buy,SECID0044,Real Estate Debt,Riverside Logistics Park,TKR044,CUSIP00044,ISIN000044,2023-09-04,2023-09-05,4317.01,15.38,1.0819,66395.61,93.87,66445.14,4317.01,66395.61,93.87,44.34,66445.14,Alpha Real Estate Fund,Northern Trust,Core Plus,Core,Residential,Goldman Sachs,Custom,True,2023
146,1,ALLOC00145,Sell,SECID0045,REIT Equity,Cedar Heights Residences,TKR045,CUSIP00045,ISIN000045,2024-01-12,2024-01-14,19178.91,255.11,0.9629,4892731.73,195.32,4892852.66,19178.91,4892731.73,195.32,74.39,4892852.66,Delta Urban Holdings,Northern Trust,Core Plus,Opportunistic,Residential,Citi,Custom,False,2024
147,1,ALLOC00146,Sell,SECID0046,Real Estate Debt,Maple Grove Apartments,TKR046,CUSIP00046,ISIN000046,2025-01-10,2025-01-11,3115.6,236.92,1.077,738147.95,46.65,738049.5,3115.6,738147.95,46.65,145.1,738049.5,Evergreen REIT Fund,Northern Trust,Value Add,Core,Commercial,JPMorgan,Custom,False,2025
148,1,ALLOC00147,Sell,SECID0047,Mortgage Bond,Harbor Plaza,TKR047,CUSIP00047,ISIN000047,2025-07-02,2025-07-05,15506.08,199.94,0.9418,3100285.64,305.19,3100571.21,15506.08,3100285.64,305.19,19.62,3100571.21,Alpha Real Estate Fund,State Street,Value Add,Core Plus,Mixed Use,Goldman Sachs,Custom,False,2025
149,1,ALLOC00148,Short,SECID0048,Mortgage Bond,Riverside Logistics Park,TKR048,CUSIP00048,ISIN000048,2023-05-06,2023-05-07,5674.33,188.03,0.9178,1066944.27,89.59,1066878.33,5674.33,1066944.27,89.59,155.53,1066878.33,Delta Urban Holdings,Northern Trust,Opportunistic,Core Plus,Mixed Use,Goldman Sachs,Custom,False,2023
150,1,ALLOC00149,Short,SECID0049,REIT Equity,Granite Business Center,TKR049,CUSIP00049,ISIN000049,2024-07-28,2024-07-31,18351.09,73.2,0.9733,1343299.79,422.42,1343531.56,18351.09,1343299.79,422.42,190.65,1343531.56,Evergreen REIT Fund,BNY Mellon,Value Add,Core Plus,Residential,Morgan Stanley,Equal Weight,True,2024
151,1,ALLOC00150,Buy,SECID0000,Property Direct,Lakeside Retail Center,TKR000,CUSIP00000,ISIN000000,2023-02-10,2023-02-12,3248.3,205.65,0.9146,668012.9,194.11,668111.87,3248.3,668012.9,194.11,95.14,668111.87,Delta Urban Holdings,Northern Trust,Core,Core Plus,Residential,Morgan Stanley,Equal Weight,True,2023
152,1,ALLOC00151,Cover,SECID0001,REIT Equity,Riverside Logistics Park,TKR001,CUSIP00001,ISIN000001,2024-07-07,2024-07-09,6641.54,165.47,1.0993,1098975.62,243.15,1099076.82,6641.54,1098975.62,243.15,141.95,1099076.82,Delta Urban Holdings,State Street,Opportunistic,Core,Commercial,Morgan Stanley,Custom,True,2024
153,1,ALLOC00152,Cover,SECID0002,Property Direct,Riverside Logistics Park,TKR002,CUSIP00002,ISIN000002,2025-07-02,2025-07-04,15812.23,489.49,0.9427,7739928.46,105.75,7740024.74,15812.23,7739928.46,105.75,9.47,7740024.74,Beacon Property Trust,State Street,Opportunistic,Core Plus,Industrial,Barclays,Pro-Rata,False,2025
